01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2010,Montemor-o-Velho,Município,55 ou mais anos,,, pessoas,,203.8
2010,Montemor-o-Velho,Município,Menos de 25 anos,,, pessoas,,146.0
2010,Montemor-o-Velho,Município,Total,,, pessoas,,1105.8
2010,Montijo,Município,25-34,,, pessoas,,657.9
2010,Montijo,Município,35-44,,, pessoas,,632.1
2010,Montijo,Município,45-54,,, pessoas,,544.2
2010,Montijo,Município,55 ou mais anos,,, pessoas,,412.3
2010,Montijo,Município,Menos de 25 anos,,, pessoas,,282.3
2010,Montijo,Município,Total,,, pessoas,,2528.7
2010,Mora,Município,25-34,,, pessoas,,36.8
2010,Mora,Município,35-44,,, pessoas,,33.7
2010,Mora,Município,45-54,,, pessoas,,34.8
2010,Mora,Município,55 ou mais anos,,, pessoas,,48.8
2010,Mora,Município,Menos de 25 anos,,, pessoas,,16.7
2010,Mora,Município,Total,,, pessoas,,170.7
2010,Mortágua,Município,25-34,,, pessoas,,52.1
2010,Mortágua,Município,35-44,,, pessoas,,56.9
2010,Mortágua,Município,45-54,,, pessoas,,45.8
2010,Mortágua,Município,55 ou mais anos,,, pessoas,,46.3
2010,Mortágua,Município,Menos de 25 anos,,, pessoas,,27.8
2010,Mortágua,Município,Total,,, pessoas,,228.9
2010,Moura,Município,25-34,,, pessoas,,247.7
2010,Moura,Município,35-44,,, pessoas,,244.7
2010,Moura,Município,45-54,,, pessoas,,248.2
2010,Moura,Município,55 ou mais anos,,, pessoas,,198.0
2010,Moura,Município,Menos de 25 anos,,, pessoas,,139.2
2010,Moura,Município,Total,,, pessoas,,1077.7
2010,Mourão,Município,25-34,,, pessoas,,41.4
2010,Mourão,Município,35-44,,, pessoas,,29.0
2010,Mourão,Município,45-54,,, pessoas,,26.6
2010,Mourão,Município,55 ou mais anos,,, pessoas,,19.3
2010,Mourão,Município,Menos de 25 anos,,, pessoas,,24.9
2010,Mourão,Município,Total,,, pessoas,,141.3
2010,Murça,Município,25-34,,, pessoas,,67.4
2010,Murça,Município,35-44,,, pessoas,,74.5
2010,Murça,Município,45-54,,, pessoas,,60.7
2010,Murça,Município,55 ou mais anos,,, pessoas,,58.8
2010,Murça,Município,Menos de 25 anos,,, pessoas,,33.4
2010,Murça,Município,Total,,, pessoas,,294.8
2010,Murtosa,Município,25-34,,, pessoas,,120.3
2010,Murtosa,Município,35-44,,, pessoas,,117.3
2010,Murtosa,Município,45-54,,, pessoas,,82.2
2010,Murtosa,Município,55 ou mais anos,,, pessoas,,67.2
2010,Murtosa,Município,Menos de 25 anos,,, pessoas,,62.8
2010,Murtosa,Município,Total,,, pessoas,,449.8
2010,Nazaré,Município,25-34,,, pessoas,,202.8
2010,Nazaré,Município,35-44,,, pessoas,,194.8
2010,Nazaré,Município,45-54,,, pessoas,,147.3
2010,Nazaré,Município,55 ou mais anos,,, pessoas,,144.0
2010,Nazaré,Município,Menos de 25 anos,,, pessoas,,104.4
2010,Nazaré,Município,Total,,, pessoas,,793.3
2010,Nelas,Município,25-34,,, pessoas,,184.8
2010,Nelas,Município,35-44,,, pessoas,,145.9
2010,Nelas,Município,45-54,,, pessoas,,177.3
2010,Nelas,Município,55 ou mais anos,,, pessoas,,161.4
2010,Nelas,Município,Menos de 25 anos,,, pessoas,,88.4
2010,Nelas,Município,Total,,, pessoas,,757.8
2010,Nisa,Município,25-34,,, pessoas,,64.2
2010,Nisa,Município,35-44,,, pessoas,,54.9
2010,Nisa,Município,45-54,,, pessoas,,53.0
2010,Nisa,Município,55 ou mais anos,,, pessoas,,46.6
2010,Nisa,Município,Menos de 25 anos,,, pessoas,,34.7
2010,Nisa,Município,Total,,, pessoas,,253.3
2010,Nordeste,Município,25-34,,, pessoas,x,
2010,Nordeste,Município,35-44,,, pessoas,x,
2010,Nordeste,Município,45-54,,, pessoas,x,
2010,Nordeste,Município,55 ou mais anos,,, pessoas,x,
2010,Nordeste,Município,Menos de 25 anos,,, pessoas,x,
2010,Nordeste,Município,Total,,, pessoas,x,
2010,Óbidos,Município,25-34,,, pessoas,,98.3
2010,Óbidos,Município,35-44,,, pessoas,,110.5
2010,Óbidos,Município,45-54,,, pessoas,,116.3
2010,Óbidos,Município,55 ou mais anos,,, pessoas,,103.7
2010,Óbidos,Município,Menos de 25 anos,,, pessoas,,68.8
2010,Óbidos,Município,Total,,, pessoas,,497.5
2010,Odemira,Município,25-34,,, pessoas,,257.0
2010,Odemira,Município,35-44,,, pessoas,,278.1
2010,Odemira,Município,45-54,,, pessoas,,329.0
2010,Odemira,Município,55 ou mais anos,,, pessoas,,259.3
2010,Odemira,Município,Menos de 25 anos,,, pessoas,,164.4
2010,Odemira,Município,Total,,, pessoas,,1287.8
2010,Odivelas,Município,25-34,,, pessoas,,1398.8
2010,Odivelas,Município,35-44,,, pessoas,,1266.9
2010,Odivelas,Município,45-54,,, pessoas,,1252.8
2010,Odivelas,Município,55 ou mais anos,,, pessoas,,1151.4
2010,Odivelas,Município,Menos de 25 anos,,, pessoas,,504.5
2010,Odivelas,Município,Total,,, pessoas,,5574.4
2010,Oeiras,Município,25-34,,, pessoas,,1458.1
2010,Oeiras,Município,35-44,,, pessoas,,1462.8
2010,Oeiras,Município,45-54,,, pessoas,,1354.7
2010,Oeiras,Município,55 ou mais anos,,, pessoas,,1249.8
2010,Oeiras,Município,Menos de 25 anos,,, pessoas,,502.5
2010,Oeiras,Município,Total,,, pessoas,,6027.8
2010,Oleiros,Município,25-34,,, pessoas,,16.3
2010,Oleiros,Município,35-44,,, pessoas,,13.3
2010,Oleiros,Município,45-54,,, pessoas,,22.3
2010,Oleiros,Município,55 ou mais anos,,, pessoas,,27.1
2010,Oleiros,Município,Menos de 25 anos,,, pessoas,,14.0
2010,Oleiros,Município,Total,,, pessoas,,93.0
2010,Olhão,Município,25-34,,, pessoas,,703.2
2010,Olhão,Município,35-44,,, pessoas,,612.9
2010,Olhão,Município,45-54,,, pessoas,,511.4
2010,Olhão,Município,55 ou mais anos,,, pessoas,,365.9
2010,Olhão,Município,Menos de 25 anos,,, pessoas,,354.9
2010,Olhão,Município,Total,,, pessoas,,2548.3
2010,Oliveira de Azeméis,Município,25-34,,, pessoas,,603.3
2010,Oliveira de Azeméis,Município,35-44,,, pessoas,,570.2
2010,Oliveira de Azeméis,Município,45-54,,, pessoas,,660.4
2010,Oliveira de Azeméis,Município,55 ou mais anos,,, pessoas,,587.8
2010,Oliveira de Azeméis,Município,Menos de 25 anos,,, pessoas,,406.7
2010,Oliveira de Azeméis,Município,Total,,, pessoas,,2828.3
2010,Oliveira de Frades,Município,25-34,,, pessoas,,66.2
2010,Oliveira de Frades,Município,35-44,,, pessoas,,55.5
2010,Oliveira de Frades,Município,45-54,,, pessoas,,77.1
2010,Oliveira de Frades,Município,55 ou mais anos,,, pessoas,,60.9
2010,Oliveira de Frades,Município,Menos de 25 anos,,, pessoas,,38.3
2010,Oliveira de Frades,Município,Total,,, pessoas,,298.0
2010,Oliveira do Bairro,Município,25-34,,, pessoas,,238.2
2010,Oliveira do Bairro,Município,35-44,,, pessoas,,219.7
2010,Oliveira do Bairro,Município,45-54,,, pessoas,,168.3
2010,Oliveira do Bairro,Município,55 ou mais anos,,, pessoas,,151.9
2010,Oliveira do Bairro,Município,Menos de 25 anos,,, pessoas,,122.2
2010,Oliveira do Bairro,Município,Total,,, pessoas,,900.2
2010,Oliveira do Hospital,Município,25-34,,, pessoas,,214.3
2010,Oliveira do Hospital,Município,35-44,,, pessoas,,195.1
2010,Oliveira do Hospital,Município,45-54,,, pessoas,,194.9
2010,Oliveira do Hospital,Município,55 ou mais anos,,, pessoas,,143.0
2010,Oliveira do Hospital,Município,Menos de 25 anos,,, pessoas,,125.8
2010,Oliveira do Hospital,Município,Total,,, pessoas,,873.1
2010,Ourém,Município,25-34,,, pessoas,,369.2
2010,Ourém,Município,35-44,,, pessoas,,377.6
2010,Ourém,Município,45-54,,, pessoas,,285.5
2010,Ourém,Município,55 ou mais anos,,, pessoas,,203.2
2010,Ourém,Município,Menos de 25 anos,,, pessoas,,225.3
2010,Ourém,Município,Total,,, pessoas,,1460.8
2010,Ourique,Município,25-34,,, pessoas,,72.5
2010,Ourique,Município,35-44,,, pessoas,,76.8
2010,Ourique,Município,45-54,,, pessoas,,72.3
2010,Ourique,Município,55 ou mais anos,,, pessoas,,91.1
2010,Ourique,Município,Menos de 25 anos,,, pessoas,,37.7
2010,Ourique,Município,Total,,, pessoas,,350.3
2010,Ovar,Município,25-34,,, pessoas,,828.8
2010,Ovar,Município,35-44,,, pessoas,,927.4
2010,Ovar,Município,45-54,,, pessoas,,915.7
2010,Ovar,Município,55 ou mais anos,,, pessoas,,719.8
2010,Ovar,Município,Menos de 25 anos,,, pessoas,,415.1
2010,Ovar,Município,Total,,, pessoas,,3806.7
2010,Paços de Ferreira,Município,25-34,,, pessoas,,698.9
2010,Paços de Ferreira,Município,35-44,,, pessoas,,780.7
2010,Paços de Ferreira,Município,45-54,,, pessoas,,967.3
2010,Paços de Ferreira,Município,55 ou mais anos,,, pessoas,,726.9
2010,Paços de Ferreira,Município,Menos de 25 anos,,, pessoas,,428.1
2010,Paços de Ferreira,Município,Total,,, pessoas,,3601.8
2010,Palmela,Município,25-34,,, pessoas,,705.4
2010,Palmela,Município,35-44,,, pessoas,,709.0
2010,Palmela,Município,45-54,,, pessoas,,663.4
2010,Palmela,Município,55 ou mais anos,,, pessoas,,586.7
2010,Palmela,Município,Menos de 25 anos,,, pessoas,,263.8
2010,Palmela,Município,Total,,, pessoas,,2928.3
2010,Pampilhosa da Serra,Município,25-34,,, pessoas,,14.2
2010,Pampilhosa da Serra,Município,35-44,,, pessoas,,21.6
2010,Pampilhosa da Serra,Município,45-54,,, pessoas,,23.8
2010,Pampilhosa da Serra,Município,55 ou mais anos,,, pessoas,,19.1
2010,Pampilhosa da Serra,Município,Menos de 25 anos,,, pessoas,,12.9
2010,Pampilhosa da Serra,Município,Total,,, pessoas,,91.5
2010,Paredes,Município,25-34,,, pessoas,,1213.2
2010,Paredes,Município,35-44,,, pessoas,,1429.2
2010,Paredes,Município,45-54,,, pessoas,,1366.1
2010,Paredes,Município,55 ou mais anos,,, pessoas,,875.8
2010,Paredes,Município,Menos de 25 anos,,, pessoas,,835.3
2010,Paredes,Município,Total,,, pessoas,,5719.5
2010,Paredes de Coura,Município,25-34,,, pessoas,,105.6
2010,Paredes de Coura,Município,35-44,,, pessoas,,93.6
2010,Paredes de Coura,Município,45-54,,, pessoas,,105.8
2010,Paredes de Coura,Município,55 ou mais anos,,, pessoas,,69.5
2010,Paredes de Coura,Município,Menos de 25 anos,,, pessoas,,62.9
2010,Paredes de Coura,Município,Total,,, pessoas,,437.3
2010,Pedrógão Grande,Município,25-34,,, pessoas,,34.8
2010,Pedrógão Grande,Município,35-44,,, pessoas,,35.9
2010,Pedrógão Grande,Município,45-54,,, pessoas,,53.9
2010,Pedrógão Grande,Município,55 ou mais anos,,, pessoas,,32.8
2010,Pedrógão Grande,Município,Menos de 25 anos,,, pessoas,,25.8
2010,Pedrógão Grande,Município,Total,,, pessoas,,183.3
2010,Penacova,Município,25-34,,, pessoas,,123.2
2010,Penacova,Município,35-44,,, pessoas,,105.8
2010,Penacova,Município,45-54,,, pessoas,,115.3
2010,Penacova,Município,55 ou mais anos,,, pessoas,,107.7
2010,Penacova,Município,Menos de 25 anos,,, pessoas,,74.8
2010,Penacova,Município,Total,,, pessoas,,526.7
2010,Penafiel,Município,25-34,,, pessoas,,856.2
2010,Penafiel,Município,35-44,,, pessoas,,885.2
2010,Penafiel,Município,45-54,,, pessoas,,814.3
2010,Penafiel,Município,55 ou mais anos,,, pessoas,,644.8
2010,Penafiel,Município,Menos de 25 anos,,, pessoas,,668.6
2010,Penafiel,Município,Total,,, pessoas,,3868.9
2010,Penalva do Castelo,Município,25-34,,, pessoas,,101.9
2010,Penalva do Castelo,Município,35-44,,, pessoas,,94.6
2010,Penalva do Castelo,Município,45-54,,, pessoas,,109.1
2010,Penalva do Castelo,Município,55 ou mais anos,,, pessoas,,81.3
2010,Penalva do Castelo,Município,Menos de 25 anos,,, pessoas,,68.1
2010,Penalva do Castelo,Município,Total,,, pessoas,,454.9
2010,Penamacor,Município,25-34,,, pessoas,,34.5
2010,Penamacor,Município,35-44,,, pessoas,,37.2
2010,Penamacor,Município,45-54,,, pessoas,,28.2
2010,Penamacor,Município,55 ou mais anos,,, pessoas,,29.9
2010,Penamacor,Município,Menos de 25 anos,,, pessoas,,23.4
2010,Penamacor,Município,Total,,, pessoas,,153.2
2010,Penedono,Município,25-34,,, pessoas,,37.6
2010,Penedono,Município,35-44,,, pessoas,,28.4
2010,Penedono,Município,45-54,,, pessoas,,19.8
2010,Penedono,Município,55 ou mais anos,,, pessoas,,14.5
2010,Penedono,Município,Menos de 25 anos,,, pessoas,,12.4
2010,Penedono,Município,Total,,, pessoas,,112.8
2010,Penela,Município,25-34,,, pessoas,,35.2
2010,Penela,Município,35-44,,, pessoas,,35.0
2010,Penela,Município,45-54,,, pessoas,,36.3
2010,Penela,Município,55 ou mais anos,,, pessoas,,42.3
2010,Penela,Município,Menos de 25 anos,,, pessoas,,23.8
2010,Penela,Município,Total,,, pessoas,,172.5
2010,Peniche,Município,25-34,,, pessoas,,382.6
2010,Peniche,Município,35-44,,, pessoas,,318.5
2010,Peniche,Município,45-54,,, pessoas,,313.8
2010,Peniche,Município,55 ou mais anos,,, pessoas,,271.0
2010,Peniche,Município,Menos de 25 anos,,, pessoas,,232.4
2010,Peniche,Município,Total,,, pessoas,,1518.3
2010,Peso da Régua,Município,25-34,,, pessoas,,282.0
2010,Peso da Régua,Município,35-44,,, pessoas,,238.4
2010,Peso da Régua,Município,45-54,,, pessoas,,255.5
2010,Peso da Régua,Município,55 ou mais anos,,, pessoas,,174.6
2010,Peso da Régua,Município,Menos de 25 anos,,, pessoas,,193.4
2010,Peso da Régua,Município,Total,,, pessoas,,1143.9
2010,Pinhel,Município,25-34,,, pessoas,,84.3
2010,Pinhel,Município,35-44,,, pessoas,,99.6
2010,Pinhel,Município,45-54,,, pessoas,,113.4
2010,Pinhel,Município,55 ou mais anos,,, pessoas,,60.7
2010,Pinhel,Município,Menos de 25 anos,,, pessoas,,42.8
2010,Pinhel,Município,Total,,, pessoas,,400.8
2010,Pombal,Município,25-34,,, pessoas,,397.6
2010,Pombal,Município,35-44,,, pessoas,,391.4
2010,Pombal,Município,45-54,,, pessoas,,349.4
2010,Pombal,Município,55 ou mais anos,,, pessoas,,314.8
2010,Pombal,Município,Menos de 25 anos,,, pessoas,,212.8
2010,Pombal,Município,Total,,, pessoas,,1665.9
2010,Ponta Delgada,Município,25-34,,, pessoas,x,
2010,Ponta Delgada,Município,35-44,,, pessoas,x,
2010,Ponta Delgada,Município,45-54,,, pessoas,x,
2010,Ponta Delgada,Município,55 ou mais anos,,, pessoas,x,
2010,Ponta Delgada,Município,Menos de 25 anos,,, pessoas,x,
2010,Ponta Delgada,Município,Total,,, pessoas,x,
2010,Ponta do Sol,Município,25-34,,, pessoas,x,
2010,Ponta do Sol,Município,35-44,,, pessoas,x,
2010,Ponta do Sol,Município,45-54,,, pessoas,x,
2010,Ponta do Sol,Município,55 ou mais anos,,, pessoas,x,
2010,Ponta do Sol,Município,Menos de 25 anos,,, pessoas,x,
2010,Ponta do Sol,Município,Total,,, pessoas,x,
2010,Ponte da Barca,Município,25-34,,, pessoas,,147.3
2010,Ponte da Barca,Município,35-44,,, pessoas,,123.7
2010,Ponte da Barca,Município,45-54,,, pessoas,,123.8
2010,Ponte da Barca,Município,55 ou mais anos,,, pessoas,,66.5
2010,Ponte da Barca,Município,Menos de 25 anos,,, pessoas,,106.1
2010,Ponte da Barca,Município,Total,,, pessoas,,567.4
2010,Ponte de Lima,Município,25-34,,, pessoas,,464.2
2010,Ponte de Lima,Município,35-44,,, pessoas,,470.3
2010,Ponte de Lima,Município,45-54,,, pessoas,,458.7
2010,Ponte de Lima,Município,55 ou mais anos,,, pessoas,,318.3
2010,Ponte de Lima,Município,Menos de 25 anos,,, pessoas,,221.5
2010,Ponte de Lima,Município,Total,,, pessoas,,1932.8
2010,Ponte de Sor,Município,25-34,,, pessoas,,253.9
2010,Ponte de Sor,Município,35-44,,, pessoas,,259.6
2010,Ponte de Sor,Município,45-54,,, pessoas,,425.9
2010,Ponte de Sor,Município,55 ou mais anos,,, pessoas,,262.3
2010,Ponte de Sor,Município,Menos de 25 anos,,, pessoas,,142.9
2010,Ponte de Sor,Município,Total,,, pessoas,,1344.7
2010,Portalegre,Município,25-34,,, pessoas,,357.2
2010,Portalegre,Município,35-44,,, pessoas,,266.3
2010,Portalegre,Município,45-54,,, pessoas,,211.7
2010,Portalegre,Município,55 ou mais anos,,, pessoas,,172.3
2010,Portalegre,Município,Menos de 25 anos,,, pessoas,,236.0
2010,Portalegre,Município,Total,,, pessoas,,1243.5
2010,Portel,Município,25-34,,, pessoas,,84.1
2010,Portel,Município,35-44,,, pessoas,,84.9
2010,Portel,Município,45-54,,, pessoas,,93.8
2010,Portel,Município,55 ou mais anos,,, pessoas,,91.5
2010,Portel,Município,Menos de 25 anos,,, pessoas,,47.4
2010,Portel,Município,Total,,, pessoas,,401.7
2010,Portimão,Município,25-34,,, pessoas,,1058.8
2010,Portimão,Município,35-44,,, pessoas,,1035.8
2010,Portimão,Município,45-54,,, pessoas,,869.2
2010,Portimão,Município,55 ou mais anos,,, pessoas,,590.8
2010,Portimão,Município,Menos de 25 anos,,, pessoas,,481.3
2010,Portimão,Município,Total,,, pessoas,,4035.9
2010,Porto,Município,25-34,,, pessoas,,3603.8
2010,Porto,Município,35-44,,, pessoas,,3212.4
2010,Porto,Município,45-54,,, pessoas,,3878.3
2010,Porto,Município,55 ou mais anos,,, pessoas,,2989.8
2010,Porto,Município,Menos de 25 anos,,, pessoas,,1776.5
2010,Porto,Município,Total,,, pessoas,,15460.8
2010,Porto de Mós,Município,25-34,,, pessoas,,217.7
2010,Porto de Mós,Município,35-44,,, pessoas,,209.7
2010,Porto de Mós,Município,45-54,,, pessoas,,181.2
2010,Porto de Mós,Município,55 ou mais anos,,, pessoas,,154.1
2010,Porto de Mós,Município,Menos de 25 anos,,, pessoas,,107.2
2010,Porto de Mós,Município,Total,,, pessoas,,869.8
2010,Porto Moniz,Município,25-34,,, pessoas,x,
2010,Porto Moniz,Município,35-44,,, pessoas,x,
2010,Porto Moniz,Município,45-54,,, pessoas,x,
2010,Porto Moniz,Município,55 ou mais anos,,, pessoas,x,
2010,Porto Moniz,Município,Menos de 25 anos,,, pessoas,x,
2010,Porto Moniz,Município,Total,,, pessoas,x,
2010,Porto Santo,Município,25-34,,, pessoas,x,
2010,Porto Santo,Município,35-44,,, pessoas,x,
2010,Porto Santo,Município,45-54,,, pessoas,x,
2010,Porto Santo,Município,55 ou mais anos,,, pessoas,x,
2010,Porto Santo,Município,Menos de 25 anos,,, pessoas,x,
2010,Porto Santo,Município,Total,,, pessoas,x,
2010,Póvoa de Lanhoso,Município,25-34,,, pessoas,,262.8
2010,Póvoa de Lanhoso,Município,35-44,,, pessoas,,239.8
2010,Póvoa de Lanhoso,Município,45-54,,, pessoas,,272.5
2010,Póvoa de Lanhoso,Município,55 ou mais anos,,, pessoas,,235.9
2010,Póvoa de Lanhoso,Município,Menos de 25 anos,,, pessoas,,167.0
2010,Póvoa de Lanhoso,Município,Total,,, pessoas,,1178.0
2010,Póvoa de Varzim,Município,25-34,,, pessoas,,1012.8
2010,Póvoa de Varzim,Município,35-44,,, pessoas,,882.2
2010,Póvoa de Varzim,Município,45-54,,, pessoas,,963.0
2010,Póvoa de Varzim,Município,55 ou mais anos,,, pessoas,,898.9
2010,Póvoa de Varzim,Município,Menos de 25 anos,,, pessoas,,556.9
2010,Póvoa de Varzim,Município,Total,,, pessoas,,4313.8
2010,Povoação,Município,25-34,,, pessoas,x,
2010,Povoação,Município,35-44,,, pessoas,x,
2010,Povoação,Município,45-54,,, pessoas,x,
2010,Povoação,Município,55 ou mais anos,,, pessoas,x,
2010,Povoação,Município,Menos de 25 anos,,, pessoas,x,
2010,Povoação,Município,Total,,, pessoas,x,
2010,Proença-a-Nova,Município,25-34,,, pessoas,,53.8
2010,Proença-a-Nova,Município,35-44,,, pessoas,,49.3
2010,Proença-a-Nova,Município,45-54,,, pessoas,,64.2
2010,Proença-a-Nova,Município,55 ou mais anos,,, pessoas,,59.4
2010,Proença-a-Nova,Município,Menos de 25 anos,,, pessoas,,31.3
2010,Proença-a-Nova,Município,Total,,, pessoas,,258.1
2010,Redondo,Município,25-34,,, pessoas,,101.5
2010,Redondo,Município,35-44,,, pessoas,,93.5
2010,Redondo,Município,45-54,,, pessoas,,82.7
2010,Redondo,Município,55 ou mais anos,,, pessoas,,60.8
2010,Redondo,Município,Menos de 25 anos,,, pessoas,,66.1
2010,Redondo,Município,Total,,, pessoas,,404.6
2010,Reguengos de Monsaraz,Município,25-34,,, pessoas,,155.9
2010,Reguengos de Monsaraz,Município,35-44,,, pessoas,,168.3
2010,Reguengos de Monsaraz,Município,45-54,,, pessoas,,155.8
2010,Reguengos de Monsaraz,Município,55 ou mais anos,,, pessoas,,92.2
2010,Reguengos de Monsaraz,Município,Menos de 25 anos,,, pessoas,,88.6
2010,Reguengos de Monsaraz,Município,Total,,, pessoas,,660.8
2010,Resende,Município,25-34,,, pessoas,,179.4
2010,Resende,Município,35-44,,, pessoas,,217.3
2010,Resende,Município,45-54,,, pessoas,,176.8
2010,Resende,Município,55 ou mais anos,,, pessoas,,87.8
2010,Resende,Município,Menos de 25 anos,,, pessoas,,115.7
2010,Resende,Município,Total,,, pessoas,,777.0
2010,Ribeira Brava,Município,25-34,,, pessoas,x,
2010,Ribeira Brava,Município,35-44,,, pessoas,x,
2010,Ribeira Brava,Município,45-54,,, pessoas,x,
2010,Ribeira Brava,Município,55 ou mais anos,,, pessoas,x,
2010,Ribeira Brava,Município,Menos de 25 anos,,, pessoas,x,
2010,Ribeira Brava,Município,Total,,, pessoas,x,
2010,Ribeira de Pena,Município,25-34,,, pessoas,,74.3
2010,Ribeira de Pena,Município,35-44,,, pessoas,,82.2
2010,Ribeira de Pena,Município,45-54,,, pessoas,,102.8
2010,Ribeira de Pena,Município,55 ou mais anos,,, pessoas,,75.1
2010,Ribeira de Pena,Município,Menos de 25 anos,,, pessoas,,64.4
2010,Ribeira de Pena,Município,Total,,, pessoas,,398.8
2010,Ribeira Grande,Município,25-34,,, pessoas,x,
2010,Ribeira Grande,Município,35-44,,, pessoas,x,
2010,Ribeira Grande,Município,45-54,,, pessoas,x,
2010,Ribeira Grande,Município,55 ou mais anos,,, pessoas,x,
2010,Ribeira Grande,Município,Menos de 25 anos,,, pessoas,x,
2010,Ribeira Grande,Município,Total,,, pessoas,x,
2010,Rio Maior,Município,25-34,,, pessoas,,165.4
2010,Rio Maior,Município,35-44,,, pessoas,,152.5
2010,Rio Maior,Município,45-54,,, pessoas,,141.3
2010,Rio Maior,Município,55 ou mais anos,,, pessoas,,137.3
2010,Rio Maior,Município,Menos de 25 anos,,, pessoas,,96.7
2010,Rio Maior,Município,Total,,, pessoas,,693.1
2010,Sabrosa,Município,25-34,,, pessoas,,74.3
2010,Sabrosa,Município,35-44,,, pessoas,,64.7
2010,Sabrosa,Município,45-54,,, pessoas,,82.1
2010,Sabrosa,Município,55 ou mais anos,,, pessoas,,66.7
2010,Sabrosa,Município,Menos de 25 anos,,, pessoas,,49.2
2010,Sabrosa,Município,Total,,, pessoas,,336.8
2010,Sabugal,Município,25-34,,, pessoas,,85.0
2010,Sabugal,Município,35-44,,, pessoas,,72.9
2010,Sabugal,Município,45-54,,, pessoas,,80.6
2010,Sabugal,Município,55 ou mais anos,,, pessoas,,51.2
2010,Sabugal,Município,Menos de 25 anos,,, pessoas,,55.3
2010,Sabugal,Município,Total,,, pessoas,,344.9
2010,Salvaterra de Magos,Município,25-34,,, pessoas,,320.6
2010,Salvaterra de Magos,Município,35-44,,, pessoas,,338.7
2010,Salvaterra de Magos,Município,45-54,,, pessoas,,390.1
2010,Salvaterra de Magos,Município,55 ou mais anos,,, pessoas,,360.8
2010,Salvaterra de Magos,Município,Menos de 25 anos,,, pessoas,,171.8
2010,Salvaterra de Magos,Município,Total,,, pessoas,,1581.9
2010,Santa Comba Dão,Município,25-34,,, pessoas,,89.1
2010,Santa Comba Dão,Município,35-44,,, pessoas,,108.5
2010,Santa Comba Dão,Município,45-54,,, pessoas,,97.5
2010,Santa Comba Dão,Município,55 ou mais anos,,, pessoas,,109.8
2010,Santa Comba Dão,Município,Menos de 25 anos,,, pessoas,,46.0
2010,Santa Comba Dão,Município,Total,,, pessoas,,450.9
2010,Santa Cruz,Município,25-34,,, pessoas,x,
2010,Santa Cruz,Município,35-44,,, pessoas,x,
2010,Santa Cruz,Município,45-54,,, pessoas,x,
2010,Santa Cruz,Município,55 ou mais anos,,, pessoas,x,
2010,Santa Cruz,Município,Menos de 25 anos,,, pessoas,x,
2010,Santa Cruz,Município,Total,,, pessoas,x,
2010,Santa Cruz da Graciosa,Município,25-34,,, pessoas,x,
2010,Santa Cruz da Graciosa,Município,35-44,,, pessoas,x,
2010,Santa Cruz da Graciosa,Município,45-54,,, pessoas,x,
2010,Santa Cruz da Graciosa,Município,55 ou mais anos,,, pessoas,x,
2010,Santa Cruz da Graciosa,Município,Menos de 25 anos,,, pessoas,x,
2010,Santa Cruz da Graciosa,Município,Total,,, pessoas,x,
2010,Santa Cruz das Flores,Município,25-34,,, pessoas,x,
2010,Santa Cruz das Flores,Município,35-44,,, pessoas,x,
2010,Santa Cruz das Flores,Município,45-54,,, pessoas,x,
2010,Santa Cruz das Flores,Município,55 ou mais anos,,, pessoas,x,
2010,Santa Cruz das Flores,Município,Menos de 25 anos,,, pessoas,x,
2010,Santa Cruz das Flores,Município,Total,,, pessoas,x,
2010,Santa Maria da Feira,Município,25-34,,, pessoas,,1843.4
2010,Santa Maria da Feira,Município,35-44,,, pessoas,,2276.4
2010,Santa Maria da Feira,Município,45-54,,, pessoas,,2498.0
2010,Santa Maria da Feira,Município,55 ou mais anos,,, pessoas,,1910.1
2010,Santa Maria da Feira,Município,Menos de 25 anos,,, pessoas,,1081.2
2010,Santa Maria da Feira,Município,Total,,, pessoas,,9609.1
2010,Santa Marta de Penaguião,Município,25-34,,, pessoas,,112.3
2010,Santa Marta de Penaguião,Município,35-44,,, pessoas,,104.8
2010,Santa Marta de Penaguião,Município,45-54,,, pessoas,,118.1
2010,Santa Marta de Penaguião,Município,55 ou mais anos,,, pessoas,,90.2
2010,Santa Marta de Penaguião,Município,Menos de 25 anos,,, pessoas,,62.3
2010,Santa Marta de Penaguião,Município,Total,,, pessoas,,487.8
2010,Santana,Município,25-34,,, pessoas,x,
2010,Santana,Município,35-44,,, pessoas,x,
2010,Santana,Município,45-54,,, pessoas,x,
2010,Santana,Município,55 ou mais anos,,, pessoas,x,
2010,Santana,Município,Menos de 25 anos,,, pessoas,x,
2010,Santana,Município,Total,,, pessoas,x,
2010,Santarém,Município,25-34,,, pessoas,,585.0
2010,Santarém,Município,35-44,,, pessoas,,493.8
2010,Santarém,Município,45-54,,, pessoas,,481.5
2010,Santarém,Município,55 ou mais anos,,, pessoas,,405.2
2010,Santarém,Município,Menos de 25 anos,,, pessoas,,255.5
2010,Santarém,Município,Total,,, pessoas,,2220.9
2010,Santiago do Cacém,Município,25-34,,, pessoas,,267.0
2010,Santiago do Cacém,Município,35-44,,, pessoas,,215.9
2010,Santiago do Cacém,Município,45-54,,, pessoas,,247.5
2010,Santiago do Cacém,Município,55 ou mais anos,,, pessoas,,233.2
